Sentence #,Word,POS,Tag
,Holocaust,NNP,B-eve
,a,DT,O
,myth,NN,O
,.,.,O
Sentence: 26623,The,DT,O
,government,NN,O
,of,IN,O
,Senegal,NNP,B-geo
,shut,VBD,O
,down,RP,O
,the,DT,O
,country,NN,O
,'s,POS,O
,leading,VBG,O
,radio,NN,O
,station,NN,O
,for,IN,O
,most,JJS,O
,of,IN,B-tim
,the,DT,O
,day,NN,B-tim
,Monday,NNP,I-tim
,after,IN,O
,it,PRP,O
,broadcast,VBD,O
,an,DT,O
,interview,NN,O
,with,IN,O
,a,DT,O
,separatist,JJ,O
,leader,NN,O
,.,.,O
Sentence: 26624,Nineteen,CD,O
,employees,NNS,O
,of,IN,O
,Sud,NNP,B-org
,FM,NNP,I-org
,were,VBD,O
,charged,VBN,O
,with,IN,O
,violating,VBG,O
,national,JJ,O
,security,NN,O
,laws,NNS,O
,following,VBG,O
,the,DT,O
,airing,NN,O
,of,IN,O
,the,DT,O
,interview,NN,O
,with,IN,O
,Salif,NNP,B-org
,Sadio,NNP,I-org
,",",",",O
,leader,NN,O
,of,IN,O
,the,DT,O
,armed,JJ,O
,wing,NN,O
,of,IN,O
,the,DT,O
,secessionist,NN,O
,Democratic,JJ,B-org
,Forces,NNS,I-org
,Movement,NN,I-org
,of,IN,I-org
,Casamance,NNP,I-org
,.,.,O
Sentence: 26625,In,IN,O
,the,DT,O
,interview,NN,O
,",",",",O
,Mr.,NNP,B-per
,Sadio,NNP,B-org
,pledged,VBD,O
,to,TO,O
,end,VB,O
,what,WP,O
,he,PRP,O
,called,VBD,O
,the,DT,O
,Senegalese,JJ,B-gpe
,occupation,NN,O
,of,IN,O
,Casamance,NNP,B-org
,province,NN,O
,.,.,O
Sentence: 26626,Interior,NNP,O
,Minister,NNP,B-per
,Ousamane,NNP,I-per
,Ngom,NNP,I-per
,told,VBD,O
,state,NN,O
,radio,NN,O
,that,IN,O
,he,PRP,O
,had,VBD,O
,ordered,VBN,O
,the,DT,O
,station,NN,O
,closed,VBD,O
,in,IN,O
,the,DT,O
,interest,NN,O
,of,IN,O
,national,JJ,O
,security,NN,O
,.,.,O
Sentence: 26627,Radio,NNP,B-org
,Sud,NNP,I-org
,staffers,NNS,O
,tell,VBP,O
,Voice,NNP,O
,of,IN,O
,America,NNP,B-geo
,'s,POS,O
,French,JJ,B-gpe
,to,TO,O
,Africa,NNP,B-geo
,Service,NNP,B-org
,that,IN,O
,other,JJ,O
,media,NNS,O
,outlets,NNS,O
,in,IN,O
,Senegal,NNP,B-geo
,plan,NN,O
,to,TO,O
,publish,VB,O
,and,CC,O
,broadcast,VB,O
,the,DT,O
,interview,NN,O
,with,IN,O
,Mr.,NNP,B-per
,Sadio,NNP,B-org
,on,IN,O
,Tuesday,NNP,B-tim
,.,.,O
Sentence: 26628,Officials,NNS,O
,in,IN,O
,Nigeria,NNP,B-geo
,say,VBP,O
,the,DT,O
,deadly,JJ,O
,H5N1,NNP,O
,strain,NN,O
,of,IN,O
,bird,NN,O
,flu,NN,O
,has,VBZ,O
,spread,VBN,O
,to,TO,O
,another,DT,O
,state,NN,O
,",",",",O
,bringing,VBG,O
,the,DT,O
,total,JJ,O
,number,NN,O
,of,IN,O
,states,NNS,O
,now,RB,O
,affected,VBN,O
,by,IN,O
,the,DT,O
,virus,NN,O
,to,TO,O
,14,CD,O
,.,.,O
Sentence: 26629,Health,NNP,O
,authorities,NNS,O
,say,VBP,O
,the,DT,O
,strain,NN,O
,has,VBZ,O
,appeared,VBN,O
,in,IN,O
,northeastern,JJ,O
,Taraba,NNP,B-geo
,state,NN,O
,.,.,O
Sentence: 26630,The,DT,O
,new,JJ,O
,outbreak,NN,O
,means,VBZ,O
,the,DT,O
,virus,NN,O
,is,VBZ,O
,now,RB,O
,present,JJ,O
,in,IN,O
,more,JJR,O
,than,IN,O
,one,CD,O
,third,NN,O
,of,IN,O
,Nigerian,JJ,B-gpe
,states,NNS,O
,.,.,O
Sentence: 26631,Nigeria,NNP,B-geo
,was,VBD,O
,the,DT,O
,first,JJ,O
,African,JJ,B-gpe
,country,NN,O
,to,TO,O
,be,VB,O
,hit,VBN,O
,by,IN,O
,bird,NN,O
,flu,NN,O
,.,.,O
Sentence: 26632,Several,JJ,O
,other,JJ,O
,West,JJ,O
,African,JJ,B-gpe
,countries,NNS,O
,are,VBP,O
,also,RB,O
,grappling,VBG,O
,with,IN,O
,outbreaks,NNS,O
,of,IN,O
,the,DT,O
,disease,NN,O
,",",",",O
,including,VBG,O
,Nigeria,NNP,B-geo
,'s,POS,O
,neighbors,NNS,O
,",",",",O
,Niger,NNP,B-gpe
,and,CC,B-org
,Cameroon,NNP,I-org
,.,.,O
Sentence: 26633,No,DT,O
,human,JJ,O
,cases,NNS,O
,have,VBP,O
,been,VBN,O
,detected,VBN,O
,in,IN,O
,the,DT,O
,region,NN,O
,",",",",O
,although,IN,O
,the,DT,O
,disease,NN,O
,is,VBZ,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,killed,VBN,O
,more,JJR,O
,than,IN,O
,120,CD,O
,people,NNS,O
,around,IN,O
,the,DT,O
,world,NN,O
,since,IN,B-tim
,2003,CD,I-tim
,.,.,O
Sentence: 26634,Iraqi,JJ,B-gpe
,officials,NNS,O
,say,VBP,O
,five,CD,O
,people,NNS,O
,",",",",O
,including,VBG,O
,four,CD,O
,children,NNS,O
,",",",",O
,were,VBD,O
,killed,VBN,O
,Thursday,NNP,B-tim
,in,IN,O
,attacks,NNS,O
,in,IN,O
,Baghdad,NNP,B-geo
,.,.,O
Sentence: 26635,Authorities,NNS,O
,say,VBP,O
,a,DT,O
,bomb,NN,O
,attached,VBN,O
,to,TO,O
,a,DT,O
,government,NN,O
,worker,NN,O
,'s,POS,O
,car,NN,O
,exploded,VBD,O
,",",",",O
,killing,VBG,O
,four,CD,O
,children,NNS,O
,inside,IN,O
,it,PRP,O
,and,CC,O
,injuring,VBG,O
,the,DT,O
,worker,NN,O
,and,CC,O
,his,PRP$,O
,wife,NN,O
,.,.,O
Sentence: 26636,Meanwhile,RB,O
,",",",",O
,unidentified,JJ,O
,gunmen,NNS,O
,killed,VBD,O
,an,DT,O
,Iraqi,JJ,B-gpe
,army,NN,O
,officer,NN,O
,and,CC,O
,injured,VBN,O
,at,IN,O
,his,PRP$,O
,wife,NN,O
,in,IN,O
,northern,JJ,O
,Baghdad,NNP,B-geo
,.,.,O
Sentence: 26637,The,DT,B-org
,Associated,NNP,I-org
,Press,NNP,I-org
,says,VBZ,O
,the,DT,O
,officer,NN,O
,worked,VBD,O
,with,IN,O
,units,NNS,O
,that,WDT,O
,provide,VBP,O
,protection,NN,O
,to,TO,O
,Iraqi,JJ,B-gpe
,government,NN,O
,officials,NNS,O
,.,.,O
Sentence: 26638,Separately,RB,O
,",",",",O
,officials,NNS,O
,in,IN,O
,Baghdad,NNP,B-geo
,say,VBP,O
,a,DT,O
,police,NN,O
,officer,NN,O
,was,VBD,O
,mistakenly,RB,O
,killed,VBN,O
,after,IN,O
,Finance,NNP,B-org
,Ministry,NNP,I-org
,security,NN,O
,guards,NNS,O
,opened,VBD,O
,fire,NN,O
,on,IN,O
,a,DT,O
,suspicious,JJ,O
,vehicle,NN,O
,.,.,O
Sentence: 26639,An,DT,O
,agreement,NN,O
,has,VBZ,O
,been,VBN,O
,reached,VBN,O
,in,IN,O
,Ecuador,NNP,B-geo
,to,TO,O
,end,VB,O
,a,DT,O
,strike,NN,O
,that,WDT,O
,had,VBD,O
,shut,VBN,O
,down,RP,O
,oil,NN,O
,exports,NNS,O
,from,IN,O
,the,DT,O
,country,NN,O
,'s,POS,O
,two,CD,O
,largest,JJS,O
,oil-producing,JJ,O
,regions,NNS,O
,and,CC,O
,had,VBD,O
,triggered,VBN,O
,violent,JJ,O
,protests,NNS,O
,.,.,O
Sentence: 26640,The,DT,O
,accord,NN,O
,was,VBD,O
,reached,VBN,O
,Thursday,NNP,B-tim
,between,IN,O
,the,DT,O
,protesters,NNS,O
,and,CC,O
,oil,NN,O
,companies,NNS,O
,after,IN,O
,four,CD,O
,days,NNS,O
,of,IN,O
,talks,NNS,O
,.,.,O
Sentence: 26641,It,PRP,O
,calls,VBZ,O
,for,IN,O
,those,DT,O
,companies,NNS,O
,to,TO,O
,invest,VB,O
,more,RBR,O
,in,IN,O
,the,DT,O
,poor,JJ,O
,communities,NNS,O
,where,WRB,O
,they,PRP,O
,drill,VB,O
,",",",",O
,including,VBG,O
,repairing,VBG,O
,highways,NNS,O
,.,.,O
Sentence: 26642,However,RB,O
,",",",",O
,the,DT,O
,accord,NN,O
,does,VBZ,O
,not,RB,O
,include,VB,O
,a,DT,O
,key,JJ,O
,demand,NN,O
,of,IN,O
,the,DT,O
,demonstrators,NNS,O
,-,:,O
,that,IN,O
,they,PRP,O
,not,RB,O
,face,VBP,O
,prosecution,NN,O
,for,IN,O
,damaging,JJ,O
,oil,NN,O
,installations,NNS,O
,during,IN,O
,the,DT,O
,protests,NNS,O
,.,.,O
Sentence: 26643,The,DT,O
,strike,NN,O
,and,CC,O
,protests,NNS,O
,led,VBD,O
,the,DT,O
,government,NN,O
,to,TO,O
,declare,VB,O
,a,DT,O
,state,NN,O
,of,IN,O
,emergency,NN,O
,in,IN,O
,Orellana,NNP,B-geo
,and,CC,O
,Sucumbios,NNP,B-geo
,provinces,NNS,O
,and,CC,O
,to,TO,O
,put,VB,O
,them,PRP,O
,under,IN,O
,military,JJ,O
,control,NN,O
,.,.,O
Sentence: 26644,Most,JJS,O
,of,IN,O
,Ecuador,NNP,B-geo
,'s,POS,O
,oil,NN,O
,exports,NNS,O
,go,VBP,O
,to,TO,O
,the,DT,O
,United,NNP,B-geo
,States,NNPS,I-geo
,.,.,O
Sentence: 26645,Thailand,NNP,B-geo
,said,VBD,O
,Tuesday,NNP,B-tim
,it,PRP,O
,is,VBZ,O
,lifting,VBG,O
,a,DT,O
,state,NN,O
,of,IN,O
,emergency,NN,O
,in,IN,O
,three,CD,O
,northern,JJ,O
,provinces,NNS,O
,",",",",O
,but,CC,O
,it,PRP,O
,will,MD,O
,remain,VB,O
,in,IN,O
,force,NN,O
,in,IN,O
,others,NNS,O
,",",",",O
,including,VBG,O
,the,DT,O
,capital,NN,O
,",",",",O
,Bangkok,NNP,B-geo
,.,.,O
Sentence: 26646,The,DT,O
,government,NN,O
,extended,VBD,O
,the,DT,O
,state,NN,O
,of,IN,O
,emergency,NN,O
,for,IN,O
,three,CD,O
,months,NNS,O
,across,IN,O
,much,NN,O
,of,IN,O
,the,DT,O
,country,NN,O
,on,IN,O
,July,NNP,B-tim
,6,CD,I-tim
,",",",",O
,citing,VBG,O
,concerns,NNS,O
,that,IN,O
,anti-government,JJ,O
,elements,NNS,O
,might,MD,O
,instigate,VB,O
,more,JJR,O
,unrest,NN,O
,like,IN,O
,the,DT,O
,weeks,NNS,O
,of,IN,O
,deadly,JJ,O
,protests,NNS,O
,that,WDT,O
,began,VBD,O
,in,IN,O
,March,NNP,B-tim
,.,.,O
Sentence: 26647,The,DT,O
,decree,NN,O
,suspends,VBZ,O
,some,DT,O
,civil,JJ,O
,liberties,NNS,O
,",",",",O
,allows,VBZ,O
,censorship,NN,O
,and,CC,O
,makes,VBZ,O
,it,PRP,O
,easier,JJR,O
,to,TO,O
,use,VB,O
,the,DT,O
,military,JJ,O
,to,TO,O
,keep,VB,O
,the,DT,O
,peace,NN,O
,.,.,O
Sentence: 26648,Fighting,VBG,O
,between,IN,O
,Thai,JJ,B-gpe
,security,NN,O
,forces,NNS,O
,and,CC,O
,anti-government,JJ,O
,Red,NNP,B-org
,Shirts,NNP,I-org
,killed,VBD,O
,90,CD,O
,people,NNS,O
,and,CC,O
,wounded,VBD,O
,about,IN,O
,"1,900",CD,O
,others,NNS,O
,during,IN,O
,the,DT,O
,protesters,NNS,O
,',POS,O
,10-week,JJ,O
,occupation,NN,O
,of,IN,O
,part,NN,O
,of,IN,O
,downtown,NN,O
,Bangkok,NNP,B-geo
,.,.,O
Sentence: 26649,The,DT,O
,military,NN,O
,broke,VBD,O
,up,RP,O
,the,DT,O
,Red,NNP,B-org
,Shirts,NNP,I-org
,',POS,O
,encampment,NN,O
,in,IN,O
,a,DT,O
,raid,NN,O
,on,IN,O
,May,NNP,B-tim
,19,CD,I-tim
,.,.,O
Sentence: 26650,Ukraine,NNP,B-geo
,'s,POS,O
,Central,NNP,B-org
,Election,NNP,I-org
,Commission,NNP,I-org
,has,VBZ,O
,declared,VBN,O
,Prime,NNP,B-per
,Minister,NNP,O
,Viktor,NNP,B-per
,Yanukovych,NNP,I-per
,the,DT,O
,winner,NN,O
,of,IN,O
,Sunday,NNP,B-tim
,'s,POS,O
,disputed,JJ,O
,presidential,JJ,O
,election,NN,O
,.,.,O
Sentence: 26651,Authorities,NNS,O
,say,VBP,O
,the,DT,O
,prime,JJ,O
,minister,NN,O
,won,VBD,O
,more,JJR,O
,than,IN,O
,49,CD,O
,percent,NN,O
,of,IN,O
,the,DT,O
,vote,NN,O
,-,IN,O
,nearly,RB,O
,three,CD,O
,percentage,NN,O
,points,NNS,O
,ahead,RB,O
,of,IN,O
,opposition,NN,O
,challenger,NN,O
,Viktor,NNP,B-per
,Yushchenko,NNP,I-per
,.,.,O
Sentence: 26652,The,DT,O
,announcement,NN,O
,Wednesday,NNP,B-tim
,came,VBD,O
,as,IN,O
,tens,NNS,O
,of,IN,O
,thousands,NNS,O
,of,IN,O
,protesters,NNS,O
,continued,VBN,O
,to,TO,O
,mass,NN,O
,in,IN,O
,the,DT,O
,capital,NN,O
,",",",",O
,Kiev,NNP,B-org
,",",",",O
,alleging,VBG,O
,widespread,JJ,O
,fraud,NN,O
,in,IN,O
,the,DT,O
,vote,NN,O
,.,.,O
Sentence: 26653,Crowds,NNS,O
,packed,VBD,O
,the,DT,O
,Ukrainian,JJ,B-gpe
,capital,NN,O
,'s,POS,O
,main,JJ,O
,square,NN,O
,",",",",O
,waving,VBG,O
,flags,NNS,O
,and,CC,O
,chanting,VBG,O
,Mr.,NNP,B-per
,Yushchenko,NNP,B-org
,'s,POS,O
,name,NN,O
,.,.,O
Sentence: 26654,Some,DT,O
,have,VBP,O
,slept,VBN,O
,in,IN,O
,tents,NNS,O
,",",",",O
,despite,IN,O
,the,DT,O
,cold,JJ,O
,and,CC,O
,snow,NN,O
,.,.,O
Sentence: 26655,Protesters,NNS,O
,marched,VBD,O
,to,TO,O
,the,DT,O
,Election,NNP,B-org
,Commission,NNP,I-org
,following,VBG,O
,the,DT,O
,announcement,NN,O
,.,.,O
Sentence: 26656,The,DT,O
,European,NNP,B-org
,Union,NNP,I-org
,had,VBD,O
,warned,VBN,O
,of,IN,O
,consequences,NNS,O
,in,IN,O
,its,PRP$,O
,relations,NNS,O
,with,IN,O
,Ukraine,NNP,B-geo
,if,IN,O
,the,DT,O
,results,NNS,O
,were,VBD,O
,announced,VBN,O
,before,IN,O
,a,DT,O
,review,NN,O
,is,VBZ,O
,conducted,VBN,O
,.,.,O
Sentence: 26657,European,JJ,B-org
,and,CC,O
,U.S.,NNP,B-geo
,monitors,NNS,O
,allege,VBP,O
,widespread,JJ,O
,fraud,NN,O
,in,IN,O
,the,DT,O
,vote,NN,O
,.,.,O
Sentence: 26658,The,DT,O
,White,NNP,B-org
,House,NNP,I-org
,says,VBZ,O
,it,PRP,O
,is,VBZ,O
,disturbed,VBN,O
,about,IN,O
,indications,NNS,O
,of,IN,O
,wrongdoing,NN,O
,.,.,O
Sentence: 26659,Pakistani,JJ,B-gpe
,President,NNP,B-per
,Pervez,NNP,I-per
,Musharraf,NNP,I-per
,says,VBZ,O
,international,JJ,O
,terrorism,NN,O
,should,MD,O
,be,VB,O
,fought,VBN,O
,on,IN,O
,two,CD,O
,levels,NNS,O
,.,.,O
Sentence: 26660,General,NNP,B-per
,Musharraf,NNP,I-per
,told,VBD,O
,the,DT,O
,U.N.,NNP,B-org
,General,NNP,I-org
,Assembly,NNP,I-org
,Tuesday,NNP,B-tim
,that,IN,O
,apart,RB,O
,from,IN,O
,confronting,VBG,O
,terrorists,NNS,O
,",",",",O
,the,DT,O
,international,JJ,O
,community,NN,O
,should,MD,O
,also,RB,O
,resolve,VB,O
,the,DT,O
,conflicts,NNS,O
,afflicting,VBG,O
,the,DT,O
,Islamic,JJ,O
,world,NN,O
,.,.,O
Sentence: 26661,He,PRP,O
,said,VBD,O
,unless,IN,O
,those,DT,O
,conflicts,NNS,O
,are,VBP,O
,resolved,VBN,O
,and,CC,O
,suppression,NN,O
,of,IN,O
,Muslim,NNP,B-org
,peoples,NNS,O
,is,VBZ,O
,ended,VBN,O
,",",",",O
,terrorism,NN,O
,and,CC,O
,extremism,NN,O
,will,MD,O
,continue,VB,O
,to,TO,O
,find,VB,O
,recruits,NNS,O
,among,IN,O
,alienated,JJ,O
,Muslims,NNS,O
,.,.,O
Sentence: 26662,The,DT,O
,Pakistani,JJ,B-gpe
,leader,NN,O
,said,VBD,O
,it,PRP,O
,is,VBZ,O
,also,RB,O
,imperative,JJ,O
,to,TO,O
,end,VB,O
,what,WP,O
,he,PRP,O
,called,VBD,O
,racial,JJ,O
,and,CC,O
,religious,JJ,O
,discrimination,NN,O
,against,IN,O
,Muslims,NNPS,O
,and,CC,O
,to,TO,O
,prohibit,VB,O
,the,DT,O
,defamation,NN,O
,of,IN,O
,Islam,NNP,B-geo
,.,.,O
Sentence: 26663,In,IN,O
,an,DT,O
,apparent,JJ,O
,reference,NN,O
,to,TO,O
,the,DT,O
,controversy,NN,O
,over,IN,O
,Pope,NNP,B-geo
,Benedict,NNP,B-per
,'s,POS,O
,recent,JJ,O
,remarks,NNS,O
,about,IN,O
,Islam,NNP,B-geo
,",",",",O
,he,PRP,O
,said,VBD,O
,it,PRP,O
,is,VBZ,O
,disappointing,JJ,O
,to,TO,O
,see,VB,O
,that,DT,O
,personalities,NNS,O
,of,IN,O
,high,JJ,O
,standing,NN,O
,are,VBP,O
,oblivious,JJ,O
,of,IN,O
,Muslim,NNP,B-org
,sensitivities,NNS,O
,.,.,O
Sentence: 26664,Saudi,NNP,B-org
,Arabia,NNP,I-org
,'s,POS,I-org
,King,NNP,I-org
,Abdullah,NNP,I-org
,held,VBD,O
,talks,NNS,O
,with,IN,O
,Pakistani,JJ,B-gpe
,President,NNP,B-per
,Pervez,NNP,I-per
,Musharraf,NNP,I-per
,Saturday,NNP,B-tim
,in,IN,O
,the,DT,O
,kingdom,NN,O
,.,.,O
Sentence: 26665,Official,JJ,O
,media,NNS,O
,in,IN,O
,Saudi,NNP,B-org
,Arabia,NNP,I-org
,reported,VBD,O
,that,IN,O
,the,DT,O
,two,CD,O
,met,VBD,O
,at,IN,O
,a,DT,O
,palace,NN,O
,in,IN,O
,Jeddah,NNP,B-geo
,.,.,O
Sentence: 26666,News,NNP,O
,media,NNS,O
,say,VBP,O
,the,DT,O
,leaders,NNS,O
,and,CC,O
,their,PRP$,O
,delegations,NNS,O
,discussed,VBD,O
,ways,NNS,O
,to,TO,O
,enhance,VB,O
,cooperation,NN,O
,between,IN,O
,the,DT,O
,two,CD,O
,nations,NNS,O
,.,.,O
Sentence: 26667,According,VBG,O
,to,TO,O
,reports,NNS,O
,",",",",O
,King,NNP,B-per
,Abdullah,NNP,I-per
,also,RB,O
,held,VBD,O
,a,DT,O
,lunch,NN,O
,party,NN,O
,for,IN,O
,General,NNP,B-org
,Musharraf,NNP,I-org
,and,CC,O
,his,PRP$,O
,delegation,NN,O
,.,.,O
Sentence: 26668,The,DT,O
,Pakistani,JJ,B-gpe
,president,NN,O
,said,VBD,O
,he,PRP,O
,was,VBD,O
,grateful,JJ,O
,for,IN,O
,the,DT,O
,hospitality,NN,O
,.,.,O
Sentence: 26669,Russian,JJ,B-gpe
,officials,NNS,O
,have,VBP,O
,officially,RB,O
,opened,VBN,O
,two,CD,O
,new,JJ,O
,schools,NNS,O
,in,IN,O
,the,DT,O
,southern,JJ,O
,town,NN,O
,of,IN,O
,Beslan,NNP,B-geo
,to,TO,O
,replace,VB,O
,the,DT,O
,one,CD,O
,destroyed,VBN,O
,in,IN,O
,last,JJ,O
,year,NN,O
,'s,POS,O
,school,NN,O
,siege,NN,O
,",",",",O
,which,WDT,O
,ended,VBD,O
,with,IN,O
,the,DT,O
,deaths,NNS,O
,of,IN,O
,330,CD,O
,people,NNS,O
,.,.,O
Sentence: 26670,The,DT,O
,ceremonies,NNS,O
,Wednesday,NNP,B-tim
,comes,VBZ,O
,almost,RB,O
,one,CD,B-tim
,year,NN,O
,after,IN,O
,armed,JJ,O
,militants,NNS,O
,raided,VBD,O
,the,DT,O
,school,NN,O
,",",",",O
,taking,VBG,O
,more,JJR,O
,than,IN,O
,"1,000",CD,O
,people,NNS,O
,hostage,NN,O
,.,.,O
Sentence: 26671,The,DT,O
,siege,NN,O
,ended,VBD,O
,in,IN,O
,explosions,NNS,O
,and,CC,O
,a,DT,O
,hail,NN,O
,of,IN,O
,gunfire,NN,O
,as,IN,O
,Russian,JJ,B-gpe
,security,NN,O
,forces,NNS,O
,stormed,VBD,O
,the,DT,O
,building,NN,O
,.,.,O
Sentence: 26672,More,JJR,O
,than,IN,O
,half,PDT,O
,those,DT,O
,killed,VBN,O
,were,VBD,O
,children,NNS,O
,.,.,O
Sentence: 26673,Chechen,JJ,B-gpe
,separatist,JJ,O
,leader,NN,O
,Shamil,NNP,B-per
,Basayev,NNP,I-per
,has,VBZ,O
,claimed,VBN,O
,responsibility,NN,O
,for,IN,O
,the,DT,O
,attack,NN,O
,.,.,O
Sentence: 26674,Last,JJ,O
,week,NN,O
,",",",",O
,robbers,NNS,O
,ransacked,VBD,O
,one,CD,O
,of,IN,O
,the,DT,O
,new,JJ,O
,schools,NNS,O
,and,CC,O
,made,VBD,O
,off,RP,O
,with,IN,O
,thousands,NNS,O
,of,IN,O
,dollars,NNS,O
,worth,NN,O
,of,IN,O
,equipment,NN,O
,.,.,O
Sentence: 26675,Reports,NNS,O
,out,IN,O
,of,IN,O
,Burma,NNP,B-geo
,say,VBP,O
,last,JJ,O
,week,NN,O
,'s,POS,O
,tsunami,NN,O
,swept,VBD,O
,a,DT,O
,seasonal,JJ,O
,fishing,NN,O
,village,NN,O
,of,IN,O
,about,IN,O
,600,CD,O
,people,NNS,O
,out,IN,O
,to,TO,O
,sea,NN,O
,",",",",O
,leaving,VBG,O
,17,CD,O
,dead,JJ,O
,and,CC,O
,scores,NNS,O
,of,IN,O
,families,NNS,O
,destitute,VBP,O
,.,.,O
Sentence: 26676,The,DT,O
,French,JJ,B-gpe
,news,NN,O
,agency,NN,O
,",",",",O
,AFP,NNP,B-org
,",",",",O
,says,VBZ,O
,most,JJS,O
,of,IN,O
,the,DT,O
,casualties,NNS,O
,were,VBD,O
,children,NNS,O
,playing,VBG,O
,on,IN,O
,the,DT,O
,beach,NN,O
,when,WRB,O
,a,DT,O
,three-meter,JJ,O
,wave,NN,O
,crashed,VBD,O
,down,RP,O
,on,IN,O
,them,PRP,O
,and,CC,O
,crushed,JJ,O
,village,NN,O
,huts,NNS,O
,.,.,O
Sentence: 26677,The,DT,O
,village,NN,O
,",",",",O
,352,CD,O
,kilometers,NNS,O
,southwest,JJS,O
,of,IN,O
,the,DT,O
,capital,NN,O
,of,IN,O
,Rangoon,NNP,B-geo
,",",",",O
,was,VBD,O
,built,VBN,O
,about,IN,O
,a,DT,O
,month,NN,O
,ago,RB,O
,for,IN,O
,the,DT,O
,post-monsoon,JJ,O
,fishing,NN,O
,season,NN,O
,.,.,O
Sentence: 26678,The,DT,O
,agency,NN,O
,said,VBD,O
,14,CD,O
,children,NNS,O
,and,CC,O
,three,CD,O
,women,NNS,O
,were,VBD,O
,killed,VBN,O
,when,WRB,O
,waves,NNS,O
,swept,VBP,O
,through,IN,O
,the,DT,O
,village,NN,O
,.,.,O
Sentence: 26679,The,DT,O
,official,JJ,O
,New,NNP,B-org
,Light,NNP,I-org
,of,IN,I-org
,Myanmar,NNP,I-org
,newspaper,NN,O
,has,VBZ,O
,raised,VBN,O
,Burma,NNP,B-geo
,'s,POS,O
,death,NN,O
,toll,NN,O
,to,TO,O
,59,CD,O
,after,IN,O
,the,DT,O
,bodies,NNS,O
,of,IN,O
,three,CD,O
,more,JJR,O
,victims,NNS,O
